marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	3183883	R2TZNSA18V7YF6	B005C95NM4	246957815	Zeikos Deluxe Flash Bracket for DSLR and Point and Shoot Cameras	Camera	4	1	1	N	Y	Hand Hold Bracket For Off Center Flash Unit.	I needed the flash unit to be off center from the lens.  Works great with a flash and a DSLR ... One item that would be needed would be the flash cord for off camera ....  Most of these brackets designed like and look like this one, are all the same size... Kinda small but they still work good.... Can'[[ASIN:B005GMWKAU Vello TTL-Off-Camera Flash Cord for Nikon SLR - 1.5' (0.5 m)]][[ASIN:B005GMWKAU Vello TTL-Off-Camera Flash Cord for Nikon SLR - 1.5' (0.5 m)]]t bend it, or brake it..  For this reason I bought the open box version and saved few bucks... made of sturdy medal.  Both Hot shoes are the same size and pretty common type,  that are screwed on the bracket.<br /><br />My CON:<br />I think the size of the bracket is smaller then I thought it would be.<br /><br />My PRO:<br />The bracket works great and gets the flash off center from the lens... witch is needed.  Thank You.	2015-08-31
US	23208852	R22ZVRDPPXIDNL	B00LBIBYBE	746593019	GoPro Hero Filters	Camera	5	0	0	N	Y	Five Stars	Use these all the time.	2015-08-31
US	11438825	R1F4O6WOO2W461	B00X3HIM2U	444991975	Neewer Meike MK-XT1 Battery Grip (Replacement for Fujifilm VG-XT1) Works with NP-W126 Battery	Camera	3	3	3	N	Y	Can't grip the battery.	Same issue as others the battery won't stay latched but there's a lofi fix that I put into place... take a small post it and fold it up twice and jam it in between the battery and the grip and it will keep it jammed in there.<br /><br />Works well otherwise but it's a crap mechanism on the door.	2015-08-31
US	50399582	RT1KLS3QSJNUT	B00KDVQF8W	304104050	LB Photography Backdrop Vinyl Customized Children Birthday Party Banner Photo Background Studio Prop Wall Decor	Camera	5	4	4	N	Y	Super pleased with this backdrop	Super pleased with this backdrop!!! Put it up in my home studio and it turned out perfect for an upcoming photo session. The photo does it no justice. This was a quick picture on my phone just to get an idea of how it would photograph. Once I got it smoothed out and lined up, it is gorgeous.	2015-08-31
US	36700181	R222VYJL5K5IRS	B00GUZEZL4	472875794	Waterproof Camera Float (2-pack) Floating Camera Strap for Your Underwater GoPro/Panasonic Lumix/Nikon COOLPIX AW110/Canon PowerShot D20/Fujifilm FinePix/Olympus Tough/Sony - Float the Case Around Your Wrist and Save Your Device from Sinking - 1 Year Warranty	Camera	5	0	0	N	Y	Excellent value!	These float wristbands for holding camera are great.  they have enough size and float capability to keep any small waterproof camera from sinking.  Plus, they provide excellent cushioning when in a camera bag.	2015-08-31
US	47818374	R31LUR7M4PQOLU	B00FB1TBKS	710827451	Ecolink Z-Wave PIR Motion Detector, Pet Immune (PIRZWAVE2-ECO)	Camera	5	0	0	N	Y	great product	very good on batteries, recommended	2015-08-31
US	35272750	R1OD3T3Q042LUQ	B00GVMLPT6	269896170	FotoTech Male to Male M-M FLASH PC Sync Cable Cord 12-Inch Coiled Cord with Screw Lock Suitable for Nikon, Canon, and most DSLR cameras Flash Trigger with FotoTech Velvet Bag	Camera	2	0	0	N	Y	Two Stars	im not happy, the cable gets out. need a stronger closer	2015-08-31
US	11736306	R2QT68OZTT2YKE	B00L8827BI	145946775	Nikon D3200 Ultimate 4 Lens Experience includes: D3200 Camera, AF-S DX NIKKOR 18-55mm f/3.5-5.6 Lens, 55-200mm F/4-5.6G ED AF-S DX Zoom-Nikkor Lens, Pro .45x Wide Angle Lens w/ Macro, Pro 2X Telephoto Lens Converter, 32GB SD Card, 52mm Filter Set & more	Camera	5	0	0	N	Y	Five Stars	It is a very good starter set for this camera	2015-08-31
US	52377008	RMFQF59FG3TD1	B00SIM78R0	972011051	D-Link Wireless Day/Night WiFi Network Surveillance Camera &Remote View DCS-934L	Camera	4	0	0	N	Y	Nice camera, not as sharp as previous model	Nice camera for the price. Be aware that it comes in at 240, the 933 cameras come in at 480, so this is not quite as sharp. Does the job for what I need, tho I do wish I would have known this before I bought it.	2015-08-31
US	6465510	R1QNYFW6G31R5T	B00EDCZKJ2	258297575	ZINK Phone Photo & Labels Wireless Printer. Wi-Fi Enabled. Print Directly from IOS & Android Smart Phones, Tablets. Includes FREE Arts & Crafts App.	Camera	1	1	3	N	N	Never Agian.	If I could leave a 0 I would, I was so excited about using this product. I could not wait for it to come in, and when I tested the product on the .5 inch roll it comes with it worked perfectly. I also tested it on different wifi connections, with the 2 inch roll. Everything worked fine. (My plan was to use this for a wedding photobooth) during the rehearsal it worked perfectly again, got some test shots in with the bride. But morning of the wedding day it wouldn't work.... turned it off, on, kept it on the same wifi, tried a different wifi.... nothing was working. I even tried a different ipad.... still nothing..... I have no idea what happened, but I do know it was not worth the headache. Good luck to all other buyers, hopefully you won't have my luck.	2015-08-31
US	16433265	REL0JGGHPWA2H	B008SFPMRK	276036334	Wasabi Power Battery (2-Pack) and Charger for Sony NP-BX1, NP-BX1/M8	Camera	4	0	1	N	Y	Good batteries and charger	This recharges batteries quickly. I purchased it for a long trip where thousands of photos are likely to be taken. So far there has been no problems.	2015-08-31
US	11402392	RA77423YFRUVF	B00XZGBW44	236367800	Sricam SP720 Plug & Play Wireless IP Camera 720p HD - Video Monitoring, Home Surveillance, Baby Monitor - Two Way Audio, Night Vision, Motion Sensor – Monitor On iPhone, iPad, and Android	Camera	1	0	0	N	Y	BAD	Not usable due to its a new product and not recognized by softwear...since only support is in JAPAN it is impossible to get help.  Do not buy!!	2015-08-31
US	50510428	R191ZO2RO86E7E	B00MENDBKC	495733680	Samsung Galaxy GC110 Camera with Android 4.1 Jelly Bean OS, 16.3MP CMOS, WiFi, 21x Optical Zoom, 4.8-inch LCD TouchScreen Display (Certified Refurbished)	Camera	4	1	1	N	Y	Perfect size for concerts!  Needs Microphone though for good sound.	This was one of the best purchases I have ever made! My only issue is that the sound isn't great but I will be getting an external mini clipon microphone to fix this.  I have taken it to a Foo Fighters Concert and so glad I did!  Takes great video.  Pictures are very decent but hard since the subject is moving but I did manage to get quite a few really good ones.	2015-08-31
US	25247114	R1TZY7MU6W6GGI	B009KY5YYO	156554573	Ape Case Professional Lens Case, Black/Yellow	Camera	5	4	4	N	Y	Inexpensive large lens carry case	Well padded very large case.  Large enough to hold my Sigma 150 - 600mm Sport lens (non removable tripod mount) with hood reversed and Nikon D5200 body attached.  Case has multiple ways to attach and carry.  I use shoulder strap and grab a monopod or light weight tripod and I've got a combination that allows me to hit the trails looking for eagles.	2015-08-31
US	41938409	R2CHIF1ZW0NPJC	B00YQ887FC	384886390	ActionPro-X Bundle - 1080p Full HD Wifi Sports Cam-16gb Mem - Shockproof Case – 2” Screen - Wifi - 12MP 170 Degree Wide Angle Lens - 20 Piece Acc Kit	Camera	4	3	4	N	Y	I love the camera but it is missing a very important ...	I love the camera but it is missing a very important attachment piece. I can't use any attachments because one screw is missing.	2015-08-31
US	36323480	R1423505GKR5G4	B002CGSYNA	389962344	Olympus VF-1 Optical Viewfinder for use with Olympus PEN and OM-D  Micro Four Thirds Digital Cameras	Camera	5	0	0	N	Y	Somewhat helpful.	Works well, however if you zoom into scene, this doesn't show you your new &#34;frame&#34;.	2015-08-31
US	13649601	RSSBVMLYXJLKI	B001VGJ4DG	808957135	Pioneer Photo Albums STC-504/NB 3-Ring Photo Album with 504 Pockets Hold 4 x 6" Photos, Navy Blue	Camera	4	0	0	N	Y	Great price!	Great price for what u get!	2015-08-31
US	22125044	R2DTIYMTXQPAJV	B0046C8BWM	992311641	57" Tripod Kit For The Canon SX510 HS, SX520 HS, SX720 HS, S120, SX500 IS, SX280 HS, SX150 IS, SX400 IS, G12, G1 X, G1X, SX50 HS, G15, G16, SX60 HS, G3 X, G1X Mark II, G9 X, G5 X, G7 X, G7 X Mark II Digital Camera	Camera	1	0	0	N	Y	Don't get suckered	The second or third time I used it one leg bent and now won't retract.  The other legs however won't stay extended -- the locks don't work half the time.  Racheting the top post up doesn't work either, it won't stay put and keeps falling.  Complete waste of money.	2015-08-31
US	40291324	R2R4HCYG7FXB7L	B00GMRUEMY	85696792	(Create a generic Title per Amazons guidelines)	Camera	5	0	0	N	Y	Five Stars	Fit and worked perfectly and super fast shipping!	2015-08-31
US	35386096	RVWGBVMVBOL0F	B00JTE50US	472875794	Waterproof Camera Float (2-pack) Floating Camera Strap for Your Underwater GoPro/Panasonic Lumix/Nikon COOLPIX AW110/Canon PowerShot D20/Fujifilm FinePix/Olympus Tough/Sony - Float the Case Around Your Wrist and Save Your Device from Sinking - 1 Year Warranty	Camera	5	0	0	N	Y	A Must Have For Waterproof Cameras	I purchased this product for my Olympus TG-4 before going to the beach this weekend. The product worked perfectly and held up well. Floats the TG-4 just fine, is big and bright so it's easy to see, and is a comfortable fit around the wrist. Also showed no signs of breaking and was very secure even when the camera was hanging from the strap and swinging around while I was riding a bike on the beach. You have to get one of these if you're swimming in a lake or ocean...if you drop your camera without one...kiss it goodbye.	2015-08-31
US	6475102	R2224ZZSLPMPCO	B00XC46RWG	273550933	Lightdow LD6000 WiFi 1080P HD Sports Action Camera Bundle with DSP:Novatek NT96655 Chip, 2.0-Inch LTPS LCD, 170° Wide Angle Lens and Bonus Battery	Camera	5	6	8	N	Y	Perfect GoPro Alternative	Absolutely love this product, for $80 it's impossible to beat. I'm on a business trip and have had a lot of time to play with it. The camera is very easy to use and comes with quite a lot. Video quality is really good 1080p at 30 fps compared to gopro's 60fps, but honestly you can't tell a difference. There are many different apps to use with this camera, I like Final Cam but SJCam works as well. With the recommended 32Gb micro sd card the camera can record for over 5 hours. I have not tested to see if the battery lasts that long yet, but i haven't had to recharge it since the first charge. Video's are broken down into 3 minute segments to make data file sizes smaller, although this can be changed to 5 or 10 minutes as well. Pictures turn out well as well, many options for this, maximum quality is 14 Megapixels 4320x3240. I would recommend this to anyone, Gopro's price at ~$400 is not worth it in my opinion. Exceeded all expectations.	2015-08-31
US	12354360	R1ZXEDXFCLXZPO	B00KCX8H6E	4252165	GoPro 3-Way Grip, Arm, Tripod	Camera	5	0	0	N	Y	Five Stars	Great product, very useful. Does not flote.	2015-08-31
US	52859599	R12KFKM60SHKF2	B002GUF90I	509362904	Nikon ML-L3 Remote Control for Nikon D40, D40x, D60, D80 & D90 Digital SLR Cameras + Zeikos 75 Inch Full Size Tripod with Exclusive FREE Complimentary EXCLUSIVELY DESIGNED BLUE BENDY FLEXPOD Trademarked By ClearMax	Camera	1	0	0	N	Y	Dud	It never worked.  I should have sent it back.	2015-08-31
US	10382518	R2SJQH4I9C65WZ	B00RRD1IFO	106068505	WoCase GoPro Frame and Lens Accessory Collection (Sold Separately or Bundled): HERO4 HERO3+/3 Standard Frame / BacPac Frame / 2 in 1 Frame mount (2015 latest version compatible with camera-only or camera mounted with LCD BacPac or 2nd Gen Battery Bacpac) /UV Lens Filter/ Lens and Housing Cover Cap Set/Aluminum Alloy Frame Housing (Retail package, Gift ready)	Camera	5	0	0	N	Y	Five Stars	Good as described	2015-08-31
US	109519	R6Y1V5U0NU6H3	B003F7DWH8	458513115	Case Logic DCB-302 Compact Camera Case Red	Camera	5	0	0	N	N	I had to get this	Love at first sight. This is an amazing case and I knew I had to get this.	2015-08-31
US	41405153	R2OC0DOS3QJPV7	B00CD6DD1M	493047109	Gear-Pro High-Definition Sport Action Camera,720p Wide-Angle Camcorder With 2.0 Touch Screen - SD Card Slot, USB Plug And Mic - All Mounting Gear Included - For Biking, Riding, Racing, Skiing And Water Sports, Etc. - Red	Camera	2	0	0	N	Y	sound is bad, color at night is fuzzy	sound is bad, color at night is fuzzy, hd recordes wide, 680 recordes at a sharp left angle. i use it for racing, none of the mounts fit the roll bar, so i had to make a differnt bracket. once its locked in it stays locked in. i guess for the price, not to bad, i should have bought a higher end one.	2015-08-31
US	51218273	R28UIKP4QR5X0R	B00009UT3F	41736920	Sunpak 620-080 Tripod	Camera	4	0	0	N	Y	Four Stars	WORKS WELL.	2015-08-31
US	38799200	R360J044CKXHKP	B00603RTCI	781586083	AGFA 3-Piece Professional Filter Kit Ultraviolet (UV) + Circular Polarizor (CPL) + Warming Intensifier	Camera	5	0	0	N	Y	Good value.	Quality and price very good.	2015-08-31
US	46588192	R19WH1XJ3P76NV	B00A7AY3WE	183171237	-	Camera	3	0	0	N	Y	Three Stars	There okay, use them here and there....	2015-08-31
US	19216255	R29YIK8QL7KWZG	B00T98SO0C	59071756	eSecure NVPT0A P2P Wireless IP Pan/Tilt/ Night Vision Internet Surveillance Camera - Megapixel HD 1280 x 720p Built-in Microphone with Phone Remote Monitoring Support	Camera	5	1	1	N	Y	For a domestic use it is hihgly recommended.	Exactly what I was expecting. For a domestic use it is hihgly recommended.	2015-08-31
US	49652941	R39WDE2I4403ET	B0036SYSJ2	865953607	NB-4L Battery Charger For Canon	Camera	5	0	0	N	Y	Great charger at a good price	Great charger at a good price	2015-08-31
US	26516524	R1DRKERSBDUZ0P	B00MJA5OJ6	377705514	Panasonic Lumix DMC-FZ1000 4K QFHD/HD 16X Long Zoom Digital Camera (Black) Bundle + 32GB Accessory Kit, Package Includes: Wide Angle & Telephoto Lenses + 7 High Quality Filters + Bonus Fumfie Powerbank Keychain & More	Camera	5	0	0	N	Y	Five Stars	Very good camera great photos very good 4k video	2015-08-31
US	15899329	R3VBAJTKZG737O	B0046V58Y2	350358427	Wasabi Power Battery and Charger for Canon BP-950, BP-970	Camera	3	0	1	N	Y	it works, but no power level indicator.	No power level indicator. not that  most 3rd party batteries have accurate indicators... but none ?<br /><br />No cover. really ? I mean the cost of a protection cover is next to nothing and there is no reason not to include one... in fact with airline restrictions about Li-ion batteries cover should be mandatory. end of story. simply no excuse not to include one.<br /><br />As for capacity... camera - C300 - seemed to indicate more power than available. Camera indicated 4 bars 80%+. Put it on watson charger which said 50%. so hard to say without a few more power cycles if this battery really performs to spec or not. will update once I know	2015-08-31
US	13720995	R2GOZLUQNGKD6W	B00AXTQRAA	658969176	Nikon D5200 Digital SLR	Camera	5	0	0	N	Y	This is a great camera. I take it everywhere with me	This is a great camera. I take it everywhere with me. It takes great pictures and has an easy to understand layout for us novices.	2015-08-31
US	38680316	RYT50RDSE6D9Y	B00I3LSCQW	813541641	iVUE Crossfire 720P HD Action Camera Glasses Sport POV Video Recording DVR Eyewear (Black, 140° Wide Angle Lens)	Camera	4	0	0	N	Y	Image is good. Works as described	Works very well.  Give one a &#34;you are there&#34; perspective.  Image is good.  Works as described.<br /><br />My difficulty is that when I attempt to use these on my motorcycle, the on/off button gets depressed and the camera stops recording.  My fat head seems to be the problem - not the glasses.<br /><br />I will be using these elsewhere.  Unfortunately I forgot to take the with me on the roller coaster!	2015-08-31
US	26680197	R1VJLCD0A5EJ9G	B00SW25AIA	566474011	Nikon D7100 Digital SLR Camera Body 33rd Street Exclusive Bundle with 18-55mm VR Standard Zoom Lens + Nikon 70-300mm G Zoom Lens + Commander Wide Angle Lens + Commander Telephoto Lens + Deluxe Camera Case + Commander 6pc Starter Kit + 2pcs 16GB Commander ProSpeed Memory Cards + 21pc Bundle Kit	Camera	5	0	0	N	Y	Camera and they were very nice. helped me out so I could at least ...	Camera was just as advertised.  It was delivered faster than I expected.  Had no instruction manual with it but I called 33 St. Camera and they were very nice.  helped me out so I could at least turn the camera on and start taking pictures and sent me a manual right away.	2015-08-31
US	45572128	R2PRJH78ADRPPJ	B00GRCZOGU	331178749	2x Pack - Fujifilm X-E1 Battery + Charger - Replacement for Fujifilm NP-W126 Digital Camera Battery and Charger (1200mAh, 7.4V, Lithium-Ion)	Camera	5	0	0	N	Y	Five Stars	The product was received as displayed and in a timely manner.	2015-08-31
US	29739494	RB6NEA7FPIARO	B00TXM8CWY	148531063	Panasonic Lumix DMC-GH4 4K Micro Four Thirds Digital Camera Body with 64GB Card + Case + Flash + 2 Batteries + Microphone & LED Light + Stabilizer Kit	Camera	1	13	14	N	Y	Did not get what was promised! This is a ...	Did not get what was promised! This is a scam, be aware! My friend ordered the same package deal and was scammed as well. Amazon needs to put an end to these types of empty promises! The ad looks to food to be true with over $300 worth of extras, but when you get your package it is all generic except the GH4. SCAM!	2015-08-31
US	27376999	R12TQ9OIEAB5AH	B005IAXVMG	792575127	Dicapac WP-ONE Point & Shoot Digital Camera Waterproof Case	Camera	4	0	0	N	Y	Worth it for the price	Lens seemed to get a little foggy, but easily wipes off.	2015-08-31
US	14432510	R3NK4S3C8C03RQ	B00B7FNHNO	182909680	Panasonic Lumix DMC-ZS30(DMC-TZ40) Digital Camera RED [Japan import]	Camera	3	1	1	N	Y	Three Stars	Ok for a gift!	2015-08-31
US	2867029	RCEWHJ6ZZBHA	B00TDJOP6O	618360459	Polaroid Film Sticker Set With 80 Colorful Different Design Borders for Scrapbooking, Notes and Messages - 2x3 Inch Decoration Frames for Instant and Polaroid Cameras	Camera	5	0	0	N	Y	I was really happy with these stickers	I was really happy with these stickers. They came promptly and they were just as expected. I like all of the designs.	2015-08-31
US	13598642	RU0ZNX8JR94P6	B0036AWR8E	43554577	Lowepro SlingShot	Camera	5	0	0	N	Y	and the sling strap is awesome.	I'm using this with my iPad, Nikon D3300, 2 lenses, and a bunch of other stuff. It really holds everything well, and the sling strap is awesome.	2015-08-31
US	15862757	RYVVFXXW0LVIK	B0014Y64U6	648577302	Tamrac 5273 Expedition 3 Photo Backpack	Camera	4	0	0	N	Y	love the space	love the space . perfect size. Tight to work with, getting in and out. stiff zipper. hope it will soften with use.	2015-08-31
